access_personal_info___,alter_phone_state___,anti_debug_____,create_folder_____,create_process`_____,create_thread_____,device_access_____,execute_____,fs_access____,fs_access()____,fs_access(create)____,fs_access(create__append)__,fs_access(create__read)__,fs_access(create__read__write),fs_access(create__write)__,fs_access(create__write__append),fs_access(read)____,fs_access(read__write)__,fs_access(write)____,fs_pipe_access___,fs_pipe_access()___,fs_pipe_access(read)___,fs_pipe_access(read__)_,fs_pipe_access(read__write)_,fs_pipe_access(write)___,network_access____,network_access()____,network_access(read)____,network_access(read__write)__,network_access(read__write__),network_access(write)____,network_access(write__)__,sms_send____,terminate_process,terminate_thread,__arm_nr_cacheflush,__arm_nr_set_tls,_llseek,_newselect,accept,access,add,addaccessibilityinteractionconnection,addaccountexplicitly,addclient,addperiodicsync,addstatuschangelistener,addtodisplay,addtodisplaywithoutinputchannel,addwithoutinputchannel,attachengine,beginrestoresession,bind,brk,cancelallnotifications,cancelnotificationwithtag,cancelsync,canceltoast,cancelvibrate,capset,chdir,checkoperation,checkpackage,checkpermission,checksignatures,chmod,chown32,clock_getres,clock_gettime,clone,close,collapsepanels,connect,currenttocanonicalpackagenames,datachanged,deletehost,disconnect,displaycompletions,dup,dup2,endrestoresession,engineshown,enqueuenotificationwithtag,enqueuetoast,epoll_create,epoll_ctl,epoll_wait,eventfd2,execve,exit,exit_group,faccessat,fchmod,fchown32,fcntl,fcntl64,fdatasync,finishdrawing,finishinput,finishspellcheckerservice,flock,fork,fstat64,fstatfs64,fsync,ftruncate,ftruncate64,futex,geocoderispresent,getaccounts,getaccountsasuser,getactiveadmins,getactivenetworkinfo,getactivephonetype,getactivityinfo,getallcellinfo,getallnetworkinfo,getallpkgusagestats,getallproviders,getanimationscale,getappwidgetids,getappwidgetinfo,getapplicationenabledsetting,getapplicationinfo,getapplicationrestrictions,getauthenticatortypes,getbestprovider,getboolean,getcallstate,getcameradisabled,getcamerainfo,getcelllocation,getclientdefaultlanguage,getcomponentenabledsetting,getconfigurednetworks,getconnectioninfo,getcurrentinputmethodsubtype,getcurrentmodetype,getcurrentspellchecker,getcurrentspellcheckersubtype,getdataactivity,getdatanetworktype,getdatastate,getdeviceid,getdevicelist,getdeviceowner,getdevicesvn,getdhcpinfo,getdisplayframe,getdisplayids,getdisplayinfo,getenabledaccessibilityservicelist,getenabledinputmethodlist,getenabledinputmethodsubtypelist,getflashlightenabled,getfromlocation,getglobalsearchactivity,getgroupidlevel1,getheighthint,geticcserialnumber,getintouchmode,getinputdevice,getinputdeviceids,getinputmethodlist,getinstalllocation,getinstalledapplications,getinstalledpackages,getinstalledproviders,getinstallerpackagename,getissyncable,getlastchosenactivity,getlastinputmethodsubtype,getlastlocation,getline1number,getlong,getmastersyncautomatically,getmessenger,getmobiledataenabled,getmobileifaces,getmode,getnameforuid,getneighboringcellinfo,getnetworkinfo,getnetworkpreference,getnightmode,getnumberofcameras,getpackagegids,getpackageinfo,getpackagesizeinfo,getpackagesforuid,getpassword,getpermissiongroupinfo,getpermissioninfo,getpreferredactivities,getpreferredpackages,getprimaryclip,getproviderinfo,getproviderproperties,getproviders,getproxy,getreceiverinfo,getringermode,getringtoneplayer,getscanresults,getsearchableinfo,getsearchablesinglobalsearch,getserviceinfo,getspellcheckerservice,getstate,getstorageencryptionstatus,getstreammaxvolume,getstreamvolume,getstring,getsubscriberid,getsyncautomatically,getsystemavailablefeatures,getsystemsharedlibrarynames,gettetheredifaces,getuserdata,getusericon,getuserrestrictions,getuserserialnumber,getusers,getvibratesetting,getvoicemailalphatag,getvoicemailnumber,getwallpaper,getwallpaperinfo,getwidthhint,getwifiapconfiguration,getwifiapenabledstate,getwifidisplaystatus,getwifienabledstate,getwifiservicemessenger,getcwd,getdents64,getegid32,geteuid32,getgid32,getgroups32,getpeername,getpgid,getpid,getppid,getpriority,getresgid32,getresuid32,getrusage,getsockname,getsockopt,gettid,gettimeofday,getuid32,hasclipboardtext,hasicccard,haskeys,hasnamedwallpaper,hasnavigationbar,hasprimaryclip,hassystemfeature,hasvibrator,hidesoftinput,inkeyguardrestrictedinputmode,inotify_add_watch,inotify_init,inotify_rm_watch,ioctl,isactivenetworkmetered,isadminactive,isbluetootha2dpon,isbluetoothscoon,iscamerasoundforced,isimssmssupported,iskeyguardlocked,iskeyguardsecure,ispackageavailable,isproviderenabled,issafemode,isscanalwaysavailable,isscreenon,isspeakerphoneon,isspellcheckerenabled,issyncactive,iswakelocklevelsupported,lgetxattr,link,listen,locationcallbackfinished,lseek,lstat64,madvise,mkdir,mknod,mlock,mmap2,mount,mprotect,mremap,msync,munlock,munmap,nanosleep,notifyappwidgetviewdatachanged,notifychange,onchange,onclose,onfinished,ongetsentencesuggestionsmultiple,onrectangleonscreenrequested,onrequestcontinued,onresult,open,opensession,partiallyupdateappwidgetids,performdeferreddestroy,pingsupplicant,pipe,pipe2,play,playsoundeffect,playsoundeffectvolume,poll,prctl,pread64,preparevpn,ptrace,pwrite64,querycontentproviders,queryintentactivities,queryintentcontentproviders,queryintentreceivers,queryintentservices,read,readlink,reassociate,recvfrom,recvmsg,reenablekeyguard,registercallback,registercontentobserver,registerinputdeviceschangedlistener,registermediabuttonintent,registerremotecontrolclient,registersuggestionspansfornotification,relayout,releasemulticastlock,releasewakelock,releasewifilock,remove,removeaccessibilityinteractionconnection,removeactiveadmin,removegpsstatuslistener,removeprimaryclipchangedlistener,removestatuschangelistener,rename,requestlocationupdates,requestscanfile,resolvecontentprovider,resolveintent,resolveservice,restorepackage,rmdir,rt_sigprocmask,rt_sigtimedwait,sched_get_priority_max,sched_get_priority_min,sched_getparam,sched_getscheduler,sched_setaffinity,sched_setscheduler,sched_yield,send,sendaccessibilityevent,sendextracommand,sendmultiparttext,sendtext,sendmsg,sendto,set,setapplicationenabledsetting,setcallback,setcomponentenabledsetting,setdimensionhints,setdiscoveryrequest,setextractedtext,setflashlightenabled,seticonvisibility,setintouchmode,setissyncable,setmetadata,setmobiledataenabled,setmode,setnetworkpreference,setnightmode,setplaybackstate,setplaybackstateforrcc,setprimaryclip,setradio,setringermode,setspeakerphoneon,setstreammute,setstreamvolume,setsyncautomatically,settextaftercursor,settextbeforecursor,settransparentregion,settransportcontrolinfo,setwallpaper,setwallpaperposition,setwifiapconfiguration,setwifiapenabled,setwifienabled,setgid32,setgroups32,setitimer,setpgid,setpriority,setresgid32,setresuid32,setrlimit,setsid,setsockopt,setuid32,showsoftinput,showstrictmodeviolation,shutdown,sigaction,sigaltstack,sigprocmask,sigsuspend,socket,socketpair,startbluetoothsco,startinput,startscan,startwatchingroutes,startwifidisplayscan,stat64,statfs64,statusbarvisibilitychanged,stop,stoplistening,stopusingnetworkfeature,symlink,sync,sysinfo,timer_create,timer_settime,togglesoftinput,truncate,ugetrlimit,umask,uname,unlink,unregistercontentobserver,unregistermediabuttonintent,unregisterremotecontrolclient,updateappwidgetids,updateappwidgetprovider,updateselection,updateservicelocation,utimes,vfork,vibrate,vibratepattern,wait4,watchrotation,windowgainedfocus,write,writev,class
12,0,0,3,0,13,2,0,9,0,3,0,0,0,3,0,16,0,7,1,0,0,0,1,0,0,0,0,0,0,17,0,0,0,2,0,13,6,0,0,8,0,1,0,1,0,0,1,0,0,0,0,16,37,0,0,0,0,0,1,0,0,0,0,0,3,0,0,229,13,47,0,17,0,0,0,0,0,3,0,0,0,0,0,1,3,88,0,0,2,0,0,0,0,0,6,0,1,0,0,2,0,26,0,1,0,0,140,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,69,0,51,0,0,0,32,19,33,18,84,0,0,0,0,1,0,0,0,0,0,0,0,0,184,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,80,3,0,0,78,0,169,0,0,0,18,3,0,0,0,0,0,0,0,0,0,40,1,0,0,0,2,0,0,0,0,1,95,5,0,0,0,0,0,0,0,0,632,0,0,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,1,1,0,32,0,0,0,32,1,15,25,0,17,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,18,2
4,0,0,3,0,202,2,0,11,1,3,0,0,0,4,0,30,0,6,1,0,0,0,1,0,0,9,0,3,0,1,3,0,0,2,0,202,6,0,0,13,0,1,0,1,0,0,1,0,0,0,0,3,370,0,0,0,0,0,1,0,0,0,0,0,4,0,0,9178,202,61,0,7,0,0,0,0,0,4,0,0,0,0,0,1,4,891,0,0,2,0,0,0,0,0,22,0,1,0,0,2,0,68,0,2,0,0,3720,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,421,0,401,0,0,0,6,18,392,581,421,0,0,0,0,1,0,0,0,0,0,0,0,0,10130,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,5,795,3,0,0,640,0,430,0,0,0,14,18,0,0,0,0,0,0,0,0,0,56,1,0,0,0,2,0,0,0,0,4,282,3,0,0,0,0,0,0,0,0,433,0,0,735,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,364,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,199,1,1,1,0,12,0,0,0,0,1,204,2,0,16,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,796,13,4
2,0,0,3,0,17,2,0,7,0,3,0,0,0,4,1,52,0,7,2,0,0,0,0,0,0,6,0,2,0,4,0,0,0,8,0,17,6,0,0,17,0,0,0,1,0,0,1,0,0,0,0,3,37,0,0,0,0,0,1,0,0,0,0,0,4,0,0,131,17,80,0,6,0,0,0,0,0,2,0,0,0,0,0,1,3,5,0,0,8,0,0,0,0,0,12,0,0,0,0,2,0,62,0,2,0,0,232,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,26,0,43,0,0,0,6,12,42,14,33,0,0,0,0,1,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,5,73,3,0,0,68,0,133,0,0,0,35,7,0,0,0,0,0,0,0,0,0,76,1,0,0,0,2,0,0,0,0,2,99,10,0,0,0,0,0,0,0,0,278,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,1,1,0,6,0,0,0,0,11,25,29,0,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,15,1
0,0,0,2,0,9,2,0,15,0,2,0,0,0,2,0,14,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,6,0,0,7,0,3,0,1,0,0,3,0,0,0,0,0,75,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1341,9,57,0,1,0,0,0,0,0,16,0,0,0,0,0,1,8,558,0,0,1,0,0,0,0,0,12,0,5,0,0,2,0,14,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,88,0,41,0,0,0,0,3,23,6,98,0,0,0,0,1,0,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,3,78,2,0,0,124,0,118,0,0,0,65,2,0,0,0,0,0,0,0,0,0,41,1,0,0,0,2,0,0,0,0,0,91,49,0,0,0,0,0,0,0,0,227,0,0,815,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,361,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,0,0,1,10,189,0,1,0,0,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,292,15,3
314,0,0,4,0,48,6,0,55,8,3,0,0,2,13,0,1362,0,6,3,0,0,0,6,0,10,0,0,85,0,311,0,0,0,9,71,48,6,0,0,1894,0,0,0,1,0,0,4,0,0,0,0,311,196,0,0,0,0,0,1,0,0,0,0,0,14,0,0,26424,48,1857,0,393,0,0,0,0,0,25,0,0,0,0,0,8,21,4132,0,0,9,0,0,0,0,0,1413,5,9,1,0,2,0,1790,0,11,0,0,7537,0,0,0,0,936,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,314,0,0,0,0,0,623,0,312,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,12,12,12,0,0,0,3270,0,106,0,0,0,620,622,250,3223,3243,0,0,0,0,1,0,3,0,0,0,0,0,0,5141,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,32,21,400,4,0,0,255,0,348,0,0,0,95,80,0,0,0,0,0,0,0,0,0,1447,1,0,0,0,9,0,0,0,0,311,131,27,0,0,0,0,0,0,0,0,3711,1,0,453,6,0,1,1,0,0,0,0,10,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50,1,1,1,0,702,0,0,0,0,1,57,161,0,394,12,0,0,0,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,724,96,1
96,0,0,10,8,102,89,17,183,192,26,0,0,2,214,2,536,0,13,16,0,7,3,7,0,30,6,0,33,0,11,2,1,6,51,4,110,315,0,0,603,0,0,0,1,0,0,4,0,0,0,0,32,350,0,0,0,0,0,1,0,0,0,11,0,211,0,0,3820,102,1565,0,63,0,0,0,0,0,22,15,0,0,0,0,12,25,500,0,17,51,6,0,6,34,0,629,65,4,0,0,8,8,871,0,204,0,0,2618,0,0,0,0,43,6,2,0,0,0,1,1,0,0,0,21,0,0,1,0,1,0,0,3,0,0,0,4,0,0,0,0,0,3,2,37,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,4,0,0,0,0,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,12,12,12,0,0,0,256,0,239,0,0,0,43,52,376,978,306,0,0,0,0,1,0,4,0,0,0,0,0,0,1628,0,0,0,0,0,0,0,0,0,2,0,0,4,1,0,0,0,0,0,1,0,346,250,1100,18,0,0,1239,0,1608,0,3,0,566,81,0,0,0,0,0,0,0,0,0,1065,1,0,0,0,33,0,0,0,0,33,279,175,0,0,131,0,0,0,0,0,1873,1,0,76,6,0,1,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,190,1,0,0,0,0,0,0,0,1,0,0,63,63,0,0,6,1,0,0,0,1,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,110,1,1,1,0,56,0,0,0,6,105,161,265,0,69,13,0,0,0,0,0,621,11,0,0,0,0,0,0,0,0,0,0,0,9,0,1,200,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1030,580,4
1,0,0,2,0,11,2,0,16,0,2,0,0,0,2,0,14,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11,6,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,51,0,0,0,0,0,1,0,0,0,0,0,1,0,0,146,11,39,0,1,0,0,0,0,0,6,0,0,0,0,0,1,3,23,0,0,0,0,0,0,0,0,7,0,2,0,0,2,0,15,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,33,0,29,0,0,0,0,3,30,4,44,0,0,0,0,1,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,8,3,78,2,0,0,95,0,262,0,0,0,22,6,0,0,0,0,0,0,0,0,0,42,1,0,0,0,2,0,0,0,0,0,93,18,0,0,0,0,0,0,0,0,28,0,0,16,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,1,0,0,0,0,0,0,1,11,110,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,28,3
0,0,0,3,0,9,2,0,3,1,3,0,0,0,4,0,8,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,6,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,4,0,0,61,9,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,10,0,2,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,18,0,0,0,0,3,23,4,29,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,38,3,0,0,58,0,51,0,0,0,28,3,0,0,0,0,0,0,0,0,0,26,0,0,0,0,2,0,0,0,0,0,91,24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,0,0,1,10,41,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,3,3
3,0,0,7,2,26,51,2,79,4,9,0,0,0,18,0,120,0,10,1,0,0,0,3,0,1,0,0,2,0,2,0,0,2,14,0,28,187,0,0,80,0,0,0,1,0,0,3,0,0,0,0,2,118,0,0,0,0,0,1,0,0,0,11,0,17,0,0,590,26,217,0,5,0,0,0,0,0,11,0,0,0,0,1,3,8,92,0,2,14,2,0,3,7,0,161,15,4,0,0,6,2,130,0,12,0,0,504,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,99,0,71,0,0,0,3,6,57,108,121,0,0,0,0,1,0,0,0,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,224,39,438,9,0,0,491,0,836,0,2,0,187,18,0,0,0,0,0,0,0,0,0,287,1,0,0,0,4,0,0,0,0,3,141,61,0,0,34,0,0,0,0,0,483,0,0,71,0,0,1,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,25,1,1,1,0,4,0,0,0,0,17,42,363,0,5,0,0,0,0,0,0,126,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,3,336,55,1
0,0,0,10,0,17,4,0,25,1,7,0,0,0,4,0,19,0,7,1,0,0,0,1,0,0,0,0,5,0,9,0,0,0,5,0,17,6,0,0,36,0,0,0,1,0,0,1,0,0,0,0,8,70,1,0,0,0,0,1,0,0,0,2,0,7,0,0,17596,17,68,0,14,0,0,0,0,0,6,0,0,0,0,0,1,3,3391,0,0,5,0,0,1,9,0,111,15,1,0,0,2,0,67,0,1,0,0,663,0,0,0,0,2,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,2479,0,53,0,0,0,16,14,38,150,2496,0,0,0,0,1,0,0,0,0,0,0,0,0,4477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,7,110,14,0,0,96,0,232,0,0,0,30,13,0,0,0,0,0,0,0,0,0,66,1,0,0,0,2,0,0,0,0,6,101,20,0,0,31,0,0,0,0,0,1604,0,0,4863,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,1,1,1,0,21,0,0,0,10,1,22,12,0,14,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2250,60,4
0,0,0,3,0,9,2,0,3,3,3,0,0,0,6,0,8,0,6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,9,6,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,6,0,0,61,9,22,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1,0,0,0,0,0,5,0,0,0,0,2,0,14,0,4,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,15,0,18,0,0,0,0,3,23,6,29,0,0,0,0,1,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,35,3,0,0,58,0,55,0,0,0,28,2,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,91,24,0,0,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,1,1,0,0,0,0,0,0,1,10,41,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3,3
